salaryID,yearsatcompany,totalyearlycompensation,basesalary,stockgrantvalue,bonus
20586,2,140000,80000,60000,0
20587,6,180000,70000,80000,30000
20588,1,250000,175000,75000,0
20589,1,106000,85000,8000,8000
20590,2,255000,190000,27000,38000
20591,3,434000,164000,237000,33000
20592,1,385000,185000,160000,40000
20593,3,160000,120000,40000,0
20594,8,250000,120000,100000,30000
20595,3,649000,255000,330000,64000
20596,2,105000,70000,25000,10000
20597,3,128000,85000,18000,25000
20598,7,68000,51000,10000,7000
20599,5,220000,170000,15000,35000
20600,3,60000,35000,19000,5000
20601,5,160000,160000,0,0
20602,7,325000,155000,170000,0
20603,1,131000,100000,6000,25000
20604,7,330000,190000,120000,20000
20605,1,126000,115000,0,11000
20606,7,241000,181000,24000,36000
20607,0,98000,88000,0,10000
20608,2,360000,183000,157000,20000
20609,4,370000,230000,90000,50000
20610,0,191000,126000,47000,18000
20611,3,176000,151000,11000,14000
20612,2,176000,153000,0,23000
20613,0,235000,165000,20000,50000
20614,5,406000,201000,205000,0
20615,0,205000,140000,45000,20000
20616,1,73000,73000,0,0
20617,3,245000,192000,0,50000
20618,1,28000,17000,6000,3000
20619,5,487000,242000,197000,48000
20620,6,140000,116000,0,24000
20621,3,644000,140000,504000,0
20622,8,400000,200000,160000,40000
20623,0,175000,135000,30000,10000
20624,1,320000,205000,80000,40000
20625,0,90000,90000,0,4000
20626,2,260000,164000,70000,25000
20627,2,153000,130000,20000,3000
20628,1,80000,65000,5000,10000
20629,2,239000,175000,14000,50000
20630,6,170000,155000,0,15000
20631,1,120000,113000,0,7000
20632,0,223000,150000,35000,38000
20633,3,188000,144000,0,44000
20634,1,220000,150000,50000,20000
20635,5,100000,100000,0,2000
20636,0,167000,150000,10000,7000
20637,3,520000,196000,324000,0
20638,8,155000,150000,0,5000
20639,1,244000,165000,62000,16000
20640,0,270000,196000,34000,40000
20641,3,162000,162000,0,0
20642,12,157000,157000,0,0
20643,3,90000,70000,2000,18000
20644,15,176000,140000,15000,21000
20645,1,120000,115000,0,5000
20646,0,180000,150000,0,30000
20647,1,225000,149000,55000,20000
20648,0,250000,200000,0,50000
20649,1,225000,160000,45000,20000
20650,2,270000,135000,110000,25000
20651,1,225000,160000,42000,23000
20652,1,160000,130000,20000,10000
20653,3,700000,300000,400000,0
20654,0,130000,100000,15000,15000
20655,1,149000,110000,17000,22000
20656,0,165000,125000,20000,25000
20657,0,150000,98000,42000,9000
20658,2,345000,170000,140000,34000
20659,5,65000,44000,14000,7000
20660,5,72000,66000,0,6000
20661,0,368000,200000,138000,30000
20662,7,300000,210000,50000,40000
20663,2,150000,105000,28000,17000
20664,3,350000,218000,100000,32000
20665,4,97000,83000,0,14000
20666,0,236000,140000,75000,21000
20667,5,90000,90000,0,5000
20668,6,374000,211000,120000,43000
20669,1,165000,120000,35000,10000
20670,5,240000,140000,100000,0
20671,4,153000,113000,40000,0
20672,5,120000,120000,0,0
20673,1,150000,119000,19000,12000
20674,20,464000,225000,154000,85000
20675,1,88000,72000,8000,8000
20676,0,725000,275000,400000,50000
20677,1,178000,155000,11000,12000
20678,0,271000,165000,90000,16000
20679,3,212000,143000,40000,25000
20680,1,405000,405000,0,0
20681,1,99000,82000,7000,10000
20682,1,96000,89000,0,7000
20683,6,344000,200000,72000,72000
20684,3,456000,171000,250000,35000
20685,8,220000,170000,23000,27000
20686,0,327000,167000,90000,70000
20687,1,418000,214000,162000,42000
20688,1,136000,130000,1000,5000
20689,0,215000,160000,37000,18000
20690,0,150000,110000,20000,20000
20691,4,246000,185000,25000,36000
20692,0,191000,148000,45000,0
20693,5,145000,125000,15000,10000
20694,3,145000,70000,75000,0
20695,5,326000,183000,110000,33000
20696,1,75000,75000,0,0
20697,1,67000,40000,20000,4000
20698,2,500000,200000,200000,100000
20699,2,520000,250000,210000,60000
20700,2,278000,178000,74000,26000
20701,1,169000,109000,25000,35000
20702,1,120000,110000,10000,0
20703,4,30000,25000,0,5000
20704,0,108000,100000,0,8000
20705,15,269000,189000,30000,50000
20706,0,275000,130000,120000,25000
20707,1,198000,135000,43000,22000
20708,2,450000,180000,240000,30000
20709,1,338000,198000,90000,50000
20710,2,125000,105000,0,20000
20711,6,225000,185000,35000,5000
20712,4,470000,220000,200000,50000
20713,3,125000,93000,18000,14000
20714,2,85000,71000,0,14000
20715,2,165000,120000,30000,15000
20716,0,173000,145000,12000,21000
20717,0,150000,125000,25000,0
20718,0,150000,118000,4000,29000
20719,0,259000,160000,75000,24000
20720,1,350000,240000,80000,30000
20721,0,200000,135000,45000,20000
20722,1,185000,135000,40000,10000
20723,0,234000,154000,65000,15000
20724,2,106000,94000,4000,8000
20725,3,210000,145000,65000,0
20726,1,378000,183000,173000,22000
20727,3,290000,160000,130000,0
20728,2,194000,180000,0,14000
20729,0,230000,157000,40000,30000
20730,0,120000,120000,0,0
20731,5,130000,122000,0,8000
20732,1,496000,226000,230000,40000
20733,0,243000,155000,50000,38000
20734,5,173000,146000,0,27000
20735,7,275000,162000,88000,25000
20736,4,129000,129000,0,0
20737,2,107000,107000,5000,0
20738,10,243000,175000,50000,18000
20739,1,273000,160000,90000,23000
20740,5,425000,240000,95000,90000
20741,2,74000,66000,4000,4000
20742,2,201000,133000,68000,0
20743,0,165000,105000,50000,10000
20744,15,450000,200000,20000,230000
20745,2,101000,85000,10000,9000
20746,2,750000,325000,80000,345000
20747,1,115000,115000,0,0
20748,0,200000,200000,0,0
20749,1,228000,178000,30000,20000
20750,2,80000,75000,0,5000
20751,1,160000,139000,6000,14000
20752,0,775000,280000,425000,70000
20753,0,155000,130000,10000,17000
20754,4,590000,220000,370000,0
20755,3,182000,152000,30000,0
20756,1,200000,120000,60000,20000
20757,0,169000,126000,25000,18000
20758,6,225000,130000,95000,0
20759,4,175000,150000,25000,0
20760,1,162000,122000,28000,7000
20761,2,70000,60000,0,10000
20762,1,190000,160000,0,30000
20763,0,275000,182000,65000,28000
20764,6,182000,147000,0,35000
20765,0,283000,167000,100000,16000
20766,0,385000,205000,150000,30000
20767,1,205000,165000,40000,0
20768,1,161000,125000,0,36000
20769,2,500000,185000,285000,35000
20770,2,95000,77000,3000,15000
20771,1,185000,175000,0,10000
20772,0,176000,129000,26000,21000
20773,0,200000,140000,50000,10000
20774,0,142000,110000,19000,13000
20775,3,247000,152000,80000,15000
20776,2,160000,135000,15000,10000
20777,0,200000,150000,50000,0
20778,0,177000,128000,4000,45000
20779,0,375000,255000,20000,100000
20780,1,310000,235000,60000,15000
20781,4,170000,154000,0,15000
20782,1,500000,225000,250000,25000
20783,0,84000,82000,0,2000
20784,0,327000,190000,137000,0
20785,1,132000,120000,0,12000
20786,4,133000,133000,0,0
20787,5,195000,154000,23000,18000
20788,13,206000,152000,30000,24000
20789,2,137000,122000,5000,10000
20790,6,192000,182000,0,10000
20791,1,170000,165000,0,5000
20792,6,370000,160000,210000,0
20793,6,520000,240000,240000,40000
20794,7,440000,180000,260000,0
20795,0,276000,110000,55000,111000
20796,5,207000,155000,25000,22000
20797,10,262000,174000,44000,44000
20798,6,385000,190000,167000,28000
20799,1,160000,130000,10000,20000
20800,1,150000,120000,0,30000
20801,4,98000,98000,0,0
20802,0,177000,129000,28000,20000
20803,4,89000,89000,0,0
20804,4,103000,42000,61000,0
20805,0,90000,90000,0,0
20806,3,195000,150000,45000,0
20807,1,390000,200000,150000,40000
20808,0,200000,140000,40000,20000
20809,2,34000,20000,9000,5000
20810,0,170000,130000,0,40000
20811,2,60000,60000,0,0
20812,6,272000,166000,90000,16000
20813,3,212000,142000,70000,0
20814,3,66000,40000,18000,7000
20815,1,132000,108000,0,24000
20816,7,62000,55000,0,7000
20817,1,338000,192000,146000,0
20818,0,230000,130000,85000,20000
20819,7,300000,155000,145000,0
20820,0,236000,156000,65000,15000
20821,0,77000,62000,0,15000
20822,7,250000,175000,35000,40000
20823,2,160000,132000,16000,12000
20824,1,260000,160000,84000,16000
20825,3,162000,80000,63000,19000
20826,0,93000,90000,0,3000
20827,3,270000,162000,78000,30000
20828,3,277000,159000,98000,20000
20829,1,241000,163000,50000,28000
20830,1,120000,65000,10000,45000
20831,8,119000,116000,0,3000
20832,2,115000,113000,0,4000
20833,5,111000,111000,0,0
20834,5,130000,130000,0,0
20835,1,240000,170000,70000,0
20836,2,99000,92000,0,7000
20837,1,126000,120000,0,6000
20838,0,334000,223000,56000,55000
20839,0,146000,133000,0,13000
20840,0,148000,112000,25000,13000
20841,0,100000,90000,10000,0
20842,7,408000,198000,150000,60000
20843,0,70000,70000,0,0
20844,0,262000,175000,42000,50000
20845,2,835000,245000,540000,50000
20846,5,310000,163000,122000,25000
20847,0,150000,125000,10000,18000
20848,1,345000,200000,125000,20000
20849,9,212000,165000,22000,25000
20850,6,191000,121000,70000,0
20851,0,125000,109000,11000,6000
20852,4,280000,160000,120000,0
20853,3,258000,155000,75000,23000
20854,3,200000,195000,5000,0
20855,3,278000,181000,70000,27000
20856,2,300000,185000,60000,50000
20857,1,124000,124000,0,0
20858,2,115000,115000,0,2000
20859,0,95000,95000,0,0
20860,12,230000,178000,29000,23000
20861,2,152000,120000,17000,15000
20862,3,265000,185000,50000,30000
20863,1,180000,151000,25000,7000
20864,1,201000,144000,48000,9000
20865,0,197000,132000,45000,20000
20866,0,25000,22000,3000,0
20867,4,326000,176000,115000,35000
20868,5,280000,160000,120000,0
20869,4,500000,200000,270000,30000
20870,2,350000,230000,75000,45000
20871,2,225000,120000,75000,30000
20872,4,285000,185000,100000,0
20873,1,275000,175000,50000,50000
20874,0,250000,155000,9000,86000
20875,5,309000,190000,100000,19000
20876,7,80000,50000,20000,10000
20877,4,137000,113000,9000,15000
20878,0,162000,118000,32000,12000
20879,0,82000,72000,0,10000
20880,2,147000,77000,57000,13000
20881,4,135000,118000,0,17000
20882,1,160000,135000,10000,15000
20883,0,250000,149000,71000,30000
20884,3,460000,220000,210000,30000
20885,0,329000,188000,113000,28000
20886,6,180000,138000,22000,20000
20887,1,350000,180000,140000,30000
20888,3,225000,145000,60000,20000
20889,4,280000,180000,73000,27000
20890,0,410000,205000,175000,30000
20891,1,199000,109000,70000,20000
20892,0,102000,97000,0,5000
20893,0,140000,110000,20000,10000
20894,6,300000,166000,99000,34000
20895,2,194000,167000,7000,20000
20896,1,250000,150000,100000,0
20897,3,221000,158000,40000,23000
20898,9,390000,260000,90000,40000
20899,5,150000,138000,12000,0
20900,2,441000,420000,21000,0
20901,7,180000,125000,40000,20000
20902,8,217000,169000,24000,24000
20903,1,205000,170000,35000,0
20904,2,125000,105000,7000,10000
20905,1,136000,120000,3000,13000
20906,1,145000,120000,15000,10000
20907,7,230000,172000,30000,25000
20908,2,210000,185000,25000,0
20909,1,220000,147000,40000,33000
20910,1,262000,149000,76000,37000
20911,4,225000,200000,0,25000
20912,3,220000,165000,30000,25000
20913,2,246000,177000,47000,22000
20914,2,236000,160000,76000,0
20915,0,80000,80000,0,0
20916,1,101000,77000,15000,9000
20917,7,422000,260000,110000,52000
20918,1,125000,125000,0,5000
20919,4,120000,120000,0,0
20920,0,210000,140000,70000,0
20921,0,206000,155000,25000,21000
20922,4,200000,144000,56000,0
20923,0,155000,118000,27000,10000
20924,7,280000,145000,135000,0
20925,0,215000,185000,0,30000
20926,6,220000,155000,65000,0
20927,1,190000,140000,50000,0
20928,3,550000,260000,250000,40000
20929,0,110000,93000,10000,7000
20930,1,400000,250000,100000,50000
20931,1,20000,20000,0,0
20932,6,165000,110000,40000,15000
20933,1,140000,120000,0,20000
20934,4,245000,155000,10000,80000
20935,1,110000,94000,6000,10000
20936,1,200000,154000,20000,27000
20937,0,565000,240000,250000,75000
20938,0,190000,128000,43000,19000
20939,0,152000,100000,42000,10000
20940,2,133000,99000,20000,14000
20941,0,140000,140000,0,0
20942,0,140000,128000,10000,0
20943,0,20000,18000,2000,2000
20944,0,113000,108000,0,5000
20945,3,847000,260000,522000,65000
20946,8,330000,195000,100000,35000
20947,1,193000,143000,36000,14000
20948,0,85000,80000,0,5000
20949,1,173000,119000,38000,18000
20950,5,150000,125000,5000,25000
20951,6,150000,150000,0,0
20952,1,164000,139000,20000,5000
20953,1,420000,220000,200000,0
20954,3,376000,201000,140000,35000
20955,1,175000,160000,15000,0
20956,1,210000,170000,30000,10000
20957,1,550000,160000,162000,225000
20958,0,145000,120000,14000,12000
20959,0,249000,160000,78000,11000
20960,0,311000,222000,56000,33000
20961,0,202000,150000,40000,12000
20962,0,105000,105000,0,0
20963,1,334000,185000,94000,55000
20964,0,176000,130000,41000,5000
20965,3,196000,140000,42000,14000
20966,3,300000,200000,50000,50000
20967,16,120000,114000,0,6000
20968,0,428000,185000,216000,28000
20969,1,162000,131000,25000,6000
20970,2,315000,230000,45000,40000
20971,2,139000,124000,15000,0
20972,1,180000,135000,25000,20000
20973,2,227000,161000,50000,16000
20974,1,120000,110000,0,10000
20975,9,241000,173000,28000,40000
20976,3,34000,24000,7000,3000
20977,1,285000,170000,93000,22000
20978,6,150000,130000,0,20000
20979,2,163000,108000,35000,20000
20980,2,560000,250000,260000,50000
20981,3,300000,170000,100000,35000
20982,2,180000,140000,30000,10000
20983,0,130000,110000,0,20000
20984,5,330000,160000,170000,0
20985,0,230000,165000,25000,40000
20986,1,165000,130000,20000,15000
20987,0,263000,167000,80000,16000
20988,0,247000,145000,80000,22000
20989,1,275000,175000,100000,0
20990,2,515000,206000,250000,55000
20991,3,178000,133000,45000,0
20992,0,170000,120000,25000,25000
20993,0,62000,38000,18000,6000
20994,1,315000,210000,65000,40000
20995,3,140000,120000,10000,10000
20996,2,185000,135000,35000,15000
20997,10,130000,130000,0,5000
20998,5,216000,140000,60000,15000
20999,5,210000,170000,20000,20000
21000,4,420000,195000,200000,25000
21001,4,293000,169000,97000,27000
21002,1,96000,80000,8000,8000
21003,5,122000,100000,12000,10000
21004,5,257000,72000,150000,35000
21005,0,67000,50000,10000,7000
21006,5,185000,150000,10000,25000
21007,1,165000,125000,12000,30000
21008,21,189000,185000,0,4000
21009,2,177000,125000,40000,12000
21010,1,80000,80000,0,0
21011,0,200000,175000,15000,10000
21012,0,62000,50000,0,12000
21013,1,86000,86000,0,0
21014,1,220000,155000,50000,16000
21015,0,160000,142000,0,18000
21016,0,328000,180000,75000,73000
21017,0,215000,155000,0,60000
21018,5,220000,145000,75000,0
21019,1,63000,63000,0,0
21020,1,105000,100000,0,5000
21021,2,160000,143000,0,20000
21022,4,278000,183000,75000,20000
21023,1,210000,156000,40000,15000
21024,3,167000,138000,12000,18000
21025,0,250000,170000,25000,50000
21026,0,159000,109000,25000,25000
21027,0,283000,167000,100000,16000
21028,2,247000,160000,37000,50000
21029,2,211000,141000,70000,0
21030,2,166000,146000,20000,0
21031,6,190000,140000,35000,14000
21032,3,151000,114000,25000,12000
21033,10,205000,150000,30000,30000
21034,1,340000,200000,110000,30000
21035,4,195000,160000,15000,20000
21036,5,130000,130000,0,1000
21037,2,238000,160000,78000,0
21038,3,152000,132000,5000,14000
21039,0,87000,72000,10000,0
21040,0,90000,85000,0,5000
21041,0,250000,150000,77000,23000
21042,2,110000,100000,0,10000
21043,2,170000,160000,0,10000
21044,3,415000,205000,195000,15000
21045,0,241000,148000,71000,22000
21046,0,44000,28000,12000,4000
21047,3,224000,166000,24000,33000
21048,6,250000,170000,50000,30000
21049,1,67000,67000,0,0
21050,2,153000,122000,15000,16000
21051,1,105000,90000,3000,10000
21052,10,186000,140000,0,46000
21053,3,283000,153000,107000,24000
21054,2,170000,130000,30000,10000
21055,1,144000,120000,0,24000
21056,2,212000,160000,25000,27000
21057,2,193000,128000,55000,10000
21058,0,290000,200000,90000,0
21059,1,310000,170000,100000,40000
21060,0,170000,118000,40000,12000
21061,3,170000,130000,13000,27000
21062,0,300000,210000,90000,0
21063,2,170000,131000,19000,20000
21064,0,200000,150000,50000,0
21065,0,60000,36000,2000,22000
21066,0,165000,100000,55000,10000
21067,3,550000,200000,325000,25000
21068,2,196000,148000,48000,0
21069,5,470000,220000,200000,50000
21070,0,230000,180000,30000,20000
21071,0,380000,200000,150000,30000
21072,6,340000,200000,101000,39000
21073,2,140000,110000,0,30000
21074,1,365000,160000,150000,50000
21075,8,217000,155000,33000,29000
21076,3,220000,140000,80000,0
21077,0,173000,120000,41000,12000
21078,5,72000,72000,0,0
21079,7,173000,127000,21000,25000
21080,0,220000,180000,25000,15000
21081,2,149000,108000,20000,21000
21082,0,325000,204000,80000,41000
21083,5,150000,100000,20000,30000
21084,0,700000,250000,400000,50000
21085,7,420000,181000,210000,32000
21086,10,464000,255000,145000,64000
21087,0,167000,118000,37000,12000
21088,0,245000,190000,55000,0
21089,1,182000,125000,37000,20000
21090,0,200000,125000,40000,35000
21091,1,75000,70000,0,5000
21092,1,225000,145000,60000,20000
21093,15,372000,210000,105000,56000
21094,2,410000,190000,190000,30000
21095,2,570000,230000,300000,40000
21096,3,240000,190000,0,50000
21097,5,280000,242000,0,38000
21098,1,257000,157000,80000,20000
21099,0,731000,265000,400000,67000
21100,1,160000,115000,30000,15000
21101,1,228000,160000,25000,48000
21102,1,105000,95000,0,10000
21103,2,225000,160000,45000,20000
21104,3,510000,160000,350000,0
21105,1,264000,173000,65000,26000
21106,2,159000,132000,12000,15000
21107,6,178000,80000,84000,16000
21108,3,296000,176000,90000,30000
21109,2,196000,153000,43000,0
21110,11,405000,205000,135000,65000
21111,2,167000,125000,30000,13000
21112,2,85000,50000,20000,15000
21113,0,241000,160000,65000,16000
21114,2,197000,130000,67000,0
21115,1,630000,237000,348000,45000
21116,2,250000,144000,86000,20000
21117,2,200000,135000,65000,0
21118,3,174000,131000,30000,13000
21119,0,349000,195000,125000,29000
21120,1,308000,200000,48000,60000
21121,2,145000,130000,0,15000
21122,2,145000,130000,0,15000
21123,3,237000,152000,85000,1000
21124,2,220000,146000,50000,20000
21125,10,540000,160000,380000,0
21126,2,173000,151000,0,22000
21127,2,405000,188000,171000,46000
21128,3,141000,111000,15000,15000
21129,3,168000,150000,0,18000
21130,3,383000,193000,160000,29000
21131,6,133000,127000,1000,5000
21132,1,157000,112000,20000,25000
21133,2,141000,126000,4000,11000
21134,1,330000,175000,125000,30000
21135,1,135000,108000,20000,7000
21136,0,225000,130000,95000,0
21137,3,205000,160000,30000,15000
21138,2,405000,185000,180000,40000
21139,0,380000,230000,87000,63000
21140,3,170000,145000,25000,0
21141,1,173000,131000,25000,20000
21142,1,150000,120000,20000,10000
21143,0,390000,210000,138000,42000
21144,0,153000,111000,7000,35000
21145,11,134000,64000,55000,15000
21146,2,495000,225000,225000,45000
21147,0,133000,94000,30000,9000
21148,0,108000,108000,0,0
21149,0,177000,137000,25000,15000
21150,0,192000,152000,10000,30000
21151,5,142000,135000,0,7000
21152,3,250000,150000,100000,0
21153,0,216000,140000,53000,23000
21154,1,98000,95000,3000,0
21155,1,33000,30000,0,3000
21156,3,288000,151000,112000,25000
21157,1,550000,240000,310000,0
21158,1,90000,90000,0,2000
21159,2,165000,125000,35000,7000
21160,2,144000,125000,0,19000
21161,1,134000,110000,3000,21000
21162,1,114000,52000,54000,8000
21163,2,110000,95000,0,10000
21164,0,254000,156000,75000,23000
21165,1,188000,133000,20000,30000
21166,1,50000,30000,0,20000
21167,4,256000,157000,99000,0
21168,4,135000,127000,0,8000
21169,0,420000,210000,175000,35000
21170,1,301000,250000,51000,0
21171,1,330000,260000,70000,0
21172,1,28000,25000,3000,0
21173,1,195000,135000,26000,35000
21174,0,334000,198000,106000,30000
21175,3,135000,110000,0,25000
21176,0,152000,112000,16000,24000
21177,1,132000,109000,18000,10000
21178,2,176000,123000,40000,13000
21179,0,251000,160000,75000,16000
21180,2,182000,122000,50000,10000
21181,0,170000,140000,25000,5000
21182,1,95000,85000,0,10000
21183,0,168000,118000,38000,12000
21184,3,198000,180000,0,18000
21185,10,190000,150000,20000,20000
21186,3,208000,144000,64000,0
21187,1,175000,143000,20000,12000
21188,1,170000,135000,22000,13000
21189,2,700000,275000,350000,75000
21190,0,250000,205000,0,45000
21191,0,195000,145000,35000,15000
21192,7,139000,127000,0,12000
21193,3,272000,158000,112000,0
21194,1,196000,146000,50000,0
21195,4,232000,152000,80000,0
21196,0,60000,37000,20000,3000
21197,4,180000,137000,3000,40000
21198,3,213000,161000,20000,32000
21199,1,395000,205000,150000,40000
21200,0,524000,270000,200000,54000
21201,5,245000,180000,30000,35000
21202,0,140000,106000,17000,17000
21203,0,255000,195000,31000,30000
21204,0,167000,110000,37000,25000
21205,0,175000,123000,40000,12000
21206,8,225000,155000,40000,30000
21207,0,171000,120000,26000,25000
21208,3,300000,180000,90000,30000
21209,3,155000,110000,45000,0
21210,9,174000,131000,18000,25000
21211,1,250000,145000,85000,20000
21212,7,199000,128000,49000,22000
21213,5,502000,220000,232000,50000
21214,2,83000,83000,0,0
21215,1,280000,153000,71000,56000
21216,0,200000,154000,20000,26000
21217,0,66000,66000,0,0
21218,5,85000,75000,5000,5000
21219,2,110000,100000,0,10000
21220,5,380000,160000,220000,0
21221,10,288000,188000,57000,42000
21222,0,240000,160000,40000,40000
21223,0,251000,160000,75000,16000
21224,2,220000,166000,44000,10000
21225,6,380000,220000,150000,10000
21226,4,220000,149000,70000,0
21227,0,161000,120000,25000,12000
21228,1,160000,160000,0,0
21229,4,490000,240000,200000,50000
21230,3,289000,163000,93000,33000
21231,4,170000,150000,10000,10000
21232,2,305000,185000,110000,10000
21233,3,327000,217000,100000,10000
21234,3,74000,74000,0,0
21235,2,205000,100000,90000,15000
21236,11,229000,184000,20000,25000
21237,8,230000,160000,40000,30000
21238,15,190000,153000,17000,20000
21239,1,260000,170000,50000,40000
21240,0,288000,167000,96000,25000
21241,8,170000,130000,20000,20000
21242,3,220000,172000,50000,0
21243,4,444000,223000,221000,0
21244,2,380000,200000,150000,30000
21245,0,196000,130000,47000,19000
21246,3,325000,178000,130000,17000
21247,2,220000,170000,25000,26000
21248,5,188000,142000,29000,17000
21249,1,230000,165000,50000,16000
21250,3,370000,195000,145000,30000
21251,1,153000,125000,12000,12000
21252,5,350000,160000,190000,0
21253,0,165000,150000,0,15000
21254,0,250000,140000,90000,20000
21255,2,84000,84000,0,0
21256,4,296000,172000,124000,0
21257,0,180000,118000,50000,12000
21258,0,208000,118000,75000,15000
21259,4,76000,76000,0,0
21260,2,143000,122000,0,21000
21261,0,260000,164000,80000,16000
21262,0,80000,70000,5000,5000
21263,3,221000,185000,0,36000
21264,3,150000,90000,60000,0
21265,0,66000,59000,0,7000
21266,2,260000,160000,100000,0
21267,1,96000,84000,1000,11000
21268,4,300000,189000,111000,0
21269,3,270000,170000,100000,0
21270,0,228000,145000,50000,33000
21271,0,96000,95000,0,1000
21272,11,475000,224000,200000,51000
21273,2,430000,230000,30000,170000
21274,12,330000,220000,110000,0
21275,2,165000,127000,25000,13000
21276,0,166000,128000,24000,14000
21277,1,130000,125000,0,5000
21278,6,220000,165000,30000,25000
21279,6,175000,146000,13000,16000
21280,4,148000,126000,6000,16000
21281,5,298000,178000,120000,0
21282,1,101000,90000,10000,1000
21283,2,1000000,330000,550000,120000
21284,0,187000,127000,41000,19000
21285,0,320000,225000,75000,20000
21286,2,180000,112000,40000,28000
21287,3,450000,185000,265000,0
21288,2,250000,230000,0,20000
21289,2,150000,125000,0,25000
21290,3,244000,156000,72000,16000
21291,1,280000,185000,75000,20000
21292,0,221000,146000,59000,16000
21293,2,150000,120000,0,30000
21294,0,278000,190000,50000,38000
21295,0,184000,129000,24000,31000
21296,2,10000,5000,0,1000
21297,0,200000,150000,0,50000
21298,2,30000,15000,12000,3000
21299,5,320000,200000,40000,80000
21300,3,100000,100000,0,5000
21301,1,134000,119000,0,14000
21302,2,89000,85000,0,4000
21303,6,320000,170000,120000,30000
21304,1,170000,118000,30000,20000
21305,2,112000,89000,5000,17000
21306,3,311000,184000,94000,33000
21307,2,500000,280000,180000,40000
21308,6,325000,195000,90000,40000
21309,6,462000,192000,240000,30000
21310,1,282000,220000,40000,22000
21311,1,110000,77000,25000,8000
21312,1,190000,155000,35000,0
21313,8,460000,160000,300000,0
21314,3,337000,192000,126000,19000
21315,5,109000,100000,4000,5000
21316,0,220000,140000,60000,21000
21317,4,940000,270000,600000,70000
21318,2,101000,94000,0,7000
21319,0,325000,194000,100000,29000
21320,3,224000,149000,60000,15000
21321,4,210000,179000,10000,21000
21322,1,193000,124000,50000,18000
21323,0,180000,130000,25000,25000
21324,1,30000,28000,0,2000
21325,2,27000,24000,0,3000
21326,2,440000,180000,260000,0
21327,1,255000,183000,36000,36000
21328,1,360000,190000,150000,20000
21329,2,350000,170000,163000,17000
21330,8,446000,238000,160000,48000
21331,2,132000,120000,4000,12000
21332,2,177000,137000,40000,0
21333,5,367000,232000,85000,46000
21334,1,250000,151000,50000,50000
21335,3,550000,250000,250000,50000
21336,10,219000,179000,30000,10000
21337,1,183000,125000,45000,13000
21338,0,244000,154000,75000,15000
21339,0,203000,120000,65000,18000
21340,5,69000,68000,0,1000
21341,0,393000,190000,203000,0
21342,4,120000,120000,0,0
21343,4,160000,120000,20000,20000
21344,1,187000,125000,50000,12000
21345,9,260000,205000,30000,30000
21346,0,112000,112000,0,0
21347,1,120000,100000,12000,10000
21348,0,100000,70000,20000,10000
21349,4,99000,90000,0,9000
21350,0,214000,160000,52000,2000
21351,9,315000,178000,137000,0
21352,3,286000,160000,100000,26000
21353,0,92000,85000,3000,4000
21354,5,250000,180000,35000,35000
21355,1,240000,180000,40000,20000
21356,0,190000,130000,60000,0
21357,4,356000,195000,126000,34000
21358,3,270000,170000,70000,30000
21359,3,350000,200000,130000,20000
21360,4,263000,170000,70000,20000
21361,0,410000,205000,175000,30000
21362,3,212000,165000,22000,25000
21363,0,201000,150000,36000,15000
21364,3,220000,140000,80000,0
21365,4,184000,125000,40000,19000
21366,1,98000,98000,0,0
21367,3,400000,230000,100000,70000
21368,6,200000,164000,20000,16000
21369,2,206000,159000,11000,36000
21370,10,480000,160000,320000,0
21371,7,300000,200000,70000,30000
21372,0,201000,150000,26000,25000
21373,19,235000,185000,50000,0
21374,3,152000,70000,75000,7000
21375,0,142000,112000,5000,26000
21376,1,244000,154000,60000,30000
21377,2,450000,400000,30000,20000
21378,4,330000,160000,170000,0
21379,6,250000,167000,83000,0
21380,4,135000,120000,6000,8000
21381,0,167000,130000,37000,0
21382,1,38000,26000,9000,1000
21383,2,310000,190000,120000,0
21384,3,120000,100000,15000,5000
21385,4,99000,89000,0,10000
21386,4,318000,180000,90000,44000
21387,1,120000,105000,4000,11000
21388,1,82000,82000,0,0
21389,2,520000,270000,200000,50000
21390,2,269000,169000,100000,0
21391,10,158000,132000,13000,13000
21392,1,170000,160000,10000,0
21393,7,258000,178000,40000,40000
21394,3,170000,155000,15000,0
21395,6,500000,230000,212000,58000
21396,2,425000,166000,244000,16000
21397,2,98000,82000,0,16000
21398,1,160000,140000,20000,0
21399,0,85000,74000,0,11000
21400,3,178000,158000,20000,0
21401,1,264000,164000,50000,50000
21402,1,130000,110000,0,20000
21403,0,178000,125000,24000,29000
21404,1,130000,100000,30000,0
21405,2,215000,200000,0,15000
21406,6,290000,195000,65000,30000
21407,2,140000,110000,10000,20000
21408,1,83000,83000,0,3000
21409,2,152000,127000,20000,5000
21410,1,272000,182000,30000,60000
21411,4,97000,85000,1000,11000
21412,0,230000,155000,30000,45000
21413,1,210000,165000,15000,30000
21414,2,95000,81000,14000,0
21415,3,77000,70000,0,7000
21416,1,155000,121000,0,34000
21417,1,15000,14000,0,1000
21418,3,307000,174000,93000,40000
21419,5,215000,145000,45000,25000
21420,2,125000,115000,0,10000
21421,0,71000,47000,16000,8000
21422,1,74000,55000,5000,14000
21423,5,325000,170000,130000,25000
21424,4,160000,160000,4000,0
21425,0,30000,30000,0,0
